,datetime,timestamp,open,high,low,close,volume,inflow_start_time,inflow_inflow_mean,inflow_inflow_mean_ma7,inflow_inflow_top10,inflow_inflow_total,outflow_start_time,outflow_outflow_mean,outflow_outflow_mean_ma7,outflow_outflow_top10,outflow_outflow_total,netflow_start_time,netflow_netflow_total,utxo_created_value_median,returns,volatility,volume_ma,target,hour,day_of_week,Time,zscore,signal,position,strategy_returns,equity,market,trades,fees,net_equity
23897,2025-01-01 12:00:00,1735732800000,93444.65,93972.0,93407.07,93820.76,499.35613,1735732800000.0,7.41834011,4.80450966,392.77893911,393.17202606,1735732800000.0,5.41312255,5.42135185,135.82956743,146.15430872,1735732800000.0,247.01771734,66.9921816386243,0.0040250569749105,0.0048460854488868,633.8910658333318,1,12,2,2025-01-01 12:00:00,,0,0,0.0,1.0,1.0026156279387881,0.0,0.0,1.0
23898,2025-01-01 13:00:00,1735736400000,93820.75,94058.79,93600.28,94031.76,340.36387,1735736400000.0,0.0098415,3.24282915,0.52297023,0.58064821,1735736400000.0,9.99517568,6.26143045,300.74510279,309.8504461,1735736400000.0,-309.26979789,35.02341778508524,0.0022489692046834,0.0042417416915621,572.9269824999985,1,13,2,2025-01-01 13:00:00,,0,0,0.0,1.0,1.0048704796101569,0.0,0.0,1.0
23899,2025-01-01 14:00:00,1735740000000,94031.77,94450.85,93671.48,94175.89,751.90697,1735740000000.0,0.2522045,3.27698275,24.45777921,24.71604098,1735740000000.0,14.7585659,8.23984726,379.38243054,383.72271351,1735740000000.0,-359.00667253,65.10167898036738,0.0015327799883784,0.0042528863106219,541.5757241666652,1,14,2,2025-01-01 14:00:00,,0,0,0.0,1.0,1.0064107249722156,0.0,0.0,1.0
23900,2025-01-01 15:00:00,1735743600000,94175.89,94500.0,93900.0,94432.94,486.08395,1735743600000.0,6.62948478,2.68281014,1045.0820452,1047.45859509,1735743600000.0,2.15016834,8.0891352,368.45532026,402.08147941,1735743600000.0,645.3771156800001,56.410021119566,0.0027294671704192,0.0042812699838809,505.06365791666514,1,15,2,2025-01-01 15:00:00,,0,0,0.0,1.0,1.009157690005985,0.0,0.0,1.0
23901,2025-01-01 16:00:00,1735747200000,94432.94,94492.0,93922.0,94090.49,580.27384,1735747200000.0,6.98800311,3.67976509,586.41921105,586.99226122,1735747200000.0,6.59782627,8.26682941,215.94811228,224.32609315,1735747200000.0,362.66616807,49.95916633475398,-0.0036263829125726,0.0041902083255694,485.8048608333318,1,16,2,2025-01-01 16:00:00,,0,0,-0.0,1.0,1.0054980978028563,0.0,0.0,1.0
23902,2025-01-01 17:00:00,1735750800000,94090.5,94189.16,93760.93,94143.85,303.86795,1735750800000.0,0.01035576,3.05229299,0.43308217,0.50743246,1735750800000.0,6.71360886,8.38048159,150.74249401,154.41300367,1735750800000.0,-153.90557121,73.02856321609154,0.0005671136370954,0.0038715870856524,442.9492033333318,1,17,2,2025-01-01 17:00:00,,0,0,0.0,1.0,1.0060683294861938,0.0,0.0,1.0
23903,2025-01-01 18:00:00,1735754400000,94143.84,94380.44,93936.44,94340.06,291.78831,1735754400000.0,8.13943396,4.2068091,824.54653007,830.22226349,1735754400000.0,6.06623133,7.38495699,204.69335473,230.51679047,1735754400000.0,599.70547302,65.80295372009395,0.002084151009333,0.0038517405400873,421.07329249999856,1,18,2,2025-01-01 18:00:00,,0,0,0.0,1.0,1.0081651278105506,0.0,0.0,1.0
23904,2025-01-01 19:00:00,1735758000000,94340.06,94823.75,94148.34,94627.07,545.12372,1735758000000.0,0.93457954,3.28055759,58.68210393,58.87851107,1735758000000.0,5.15417455,7.34796442,135.22602988,139.16271287,1735758000000.0,-80.2842018,58.6313594171737,0.0030422918959349,0.0038498128501147,424.5037216666652,1,19,2,2025-01-01 19:00:00,-0.14422883314666707,0,0,0.0,1.0,1.0112322604086528,0.0,0.0,1.0
23905,2025-01-01 20:00:00,1735761600000,94627.08,94852.7,94579.83,94786.23,424.42468,1735761600000.0,11.7095553,4.95194528,888.80223152,889.92620287,1735761600000.0,1.51992389,6.13721416,44.0060134,50.15748829,1735761600000.0,839.76871458,94.15634172397064,0.0016819711315165,0.0035910995879753,411.6446887499985,1,20,2,2025-01-01 20:00:00,0.4147684791612703,0,0,0.0,1.0,1.0129331238779185,0.0,0.0,1.0
23906,2025-01-01 21:00:00,1735765200000,94786.23,95151.15,94687.87,94978.48,636.81156,1735765200000.0,0.58033411,4.99882094,37.01909103,37.14138276,1735765200000.0,2.10624772,4.32974014,66.27651303,71.61242241,1735765200000.0,-34.471039649999994,100.00713753921832,0.0020282481959668,0.0035475508992493,424.1148724999985,1,21,2,2025-01-01 21:00:00,-0.2709879651591778,0,0,0.0,1.0,1.0149876036590588,0.0,0.0,1.0
23907,2025-01-01 22:00:00,1735768800000,94978.48,94997.32,94685.81,94802.98,409.77402,1735768800000.0,3.00419492,4.48092239,163.73886083,171.23911053,1735768800000.0,2.38609649,4.36344416,60.48962312,66.81070174,1735768800000.0,104.42840879,30.884202763051444,-0.0018477869934325,0.0034327412920383,428.0415933333318,1,22,2,2025-01-01 22:00:00,-0.09090736348339795,0,0,-0.0,1.0,1.0131121227665225,0.0,0.0,1.0
23908,2025-01-01 23:00:00,1735772400000,94802.99,94952.29,94542.0,94591.79,436.90784,1735772400000.0,0.10059871,3.49700747,5.50757939,5.63352777,1735772400000.0,1.22590207,3.59602642,44.54257887,50.26198477,1735772400000.0,-44.628457,46.6512519901818,-0.0022276725900388,0.0034792253143191,432.2219220833319,1,23,2,2025-01-01 23:00:00,-0.207907710990238,0,0,-0.0,1.0,1.0108552406599995,0.0,0.0,1.0
23909,2025-01-02 00:00:00,1735776000000,94591.78,95381.7,94392.0,95128.59,1181.76573,1735776000000.0,4.56921425,4.14827297,159.87728706,159.9224987,1735776000000.0,8.54518929,3.85768076,258.16642043,264.90086793,1735776000000.0,-104.97836923,26.202659289139053,0.0056749111101503,0.0031986306765902,449.9625733333318,1,0,3,2025-01-02 00:00:00,0.10097054029759223,0,0,0.0,1.0,1.0165917542959748,0.0,0.0,1.0
