timestamp,btc_return_1h,btc_volatility_6h,flow_cq_flow_ratio,btc_close_lag_6h,btc_close_lag_24h,btc_ma_24h,btc_return_1h,btc_volatility_6h,btc_rsi_14h,btc_volume_change_1h,btc_volume_ma_6h,btc_volume_ma_ratio,eth_open,eth_volatility_6h,eth_volume_change_1h,flow_cq_inflow,flow_cq_outflow,flow_cq_netflow,flow_cq_flow_ratio,eth_whale_tx_count,eth_whale_volume_ma_6h,eth_whale_tx_ma_6h,eth_whale_volume_ma_6h_onchain,target
2025-01-11 19:00:00,0.004377204599892581,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,0.004377204599892581,-1.3409815006248798,-2.5219886578427606,-0.05544399218923873,-1.3433712947277658,-5.95842517402217,-4.256297106259954,-1.357931842253369,-0.03530482811681378,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-11 20:00:00,-0.053395094321057136,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,-0.053395094321057136,-1.3409815006248798,-2.5219886578427606,0.5262908235243792,-1.3433712947277658,-5.95842517402217,1.4066467051517884,-1.357931842253369,-0.03530482811681378,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,1
2025-01-11 21:00:00,0.6055088695709449,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,0.6055088695709449,-1.3409815006248798,-2.5219886578427606,-0.5932913576907647,-1.3433712947277658,-5.95842517402217,1.4066467051517884,-1.357931842253369,-0.5260800258247011,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,1
2025-01-11 22:00:00,0.5848195760674786,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,0.5848195760674786,-1.3409815006248798,-2.5219886578427606,-0.35396635190199505,-1.3433712947277658,-5.95842517402217,1.4435959854545677,-1.357931842253369,0.2512414878107382,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-11 23:00:00,-0.5657368233745956,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,-0.5657368233745956,-1.3409815006248798,-2.5219886578427606,-0.7751382877685462,-1.3433712947277658,-5.95842517402217,1.4634455954668701,-1.357931842253369,-0.055281416937606784,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-12 00:00:00,0.014782170460805235,-1.3409815006248798,-0.06645536829215498,-8.844111797673483,-6.858252870593333,-3.8727576758492397,0.014782170460805235,-1.3409815006248798,-2.5219886578427606,1.122455183828164,-0.8249151034262272,0.17768155732666494,1.4294955636215625,-1.357931842253369,-0.23374848018992112,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-12 01:00:00,-0.3787944570139476,-0.5265809397823581,-0.06645536829215498,0.28929621183801335,-6.858252870593333,-3.8727576758492397,-0.3787944570139476,-0.5265809397823581,-2.5219886578427606,-0.09241891877233009,-0.8258763701692796,0.14789370909021685,1.4196630771101912,-1.357931842253369,-0.15013728039496124,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,1
2025-01-12 02:00:00,0.32938801654950445,-0.5077004055544483,-0.06645536829215498,0.2859555767357995,-6.858252870593333,-3.8727576758492397,0.32938801654950445,-0.5077004055544483,-2.5219886578427606,-0.028349305258287452,-0.8357287822682333,0.29696623728992655,1.4151978458233352,-0.5489714438939058,0.052338928120656304,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-12 03:00:00,0.10747908795908445,-0.6164970328805767,-0.06645536829215498,0.32070280115700417,-6.858252870593333,-3.8727576758492397,0.10747908795908445,-0.6164970328805767,-2.5219886578427606,-0.23346175901793007,-0.8388905329766563,0.13313461940582977,1.4263646741996963,-0.7529515873937548,-0.21437080203988818,-0.5022763104352059,-0.438153704985611,-0.014949668072559083,-0.06645536829215498,-0.02887286078071998,0.0,0.0,0.0,0
2025-01-12 04:00:00,-0.050389304676213616,-0.7887174468626121,-0.013409243621073427,0.3543818116426772,-6.858252870593333,-3.8727576758492397,-0.050389304676213616,-0.7887174468626121,-2.5219886578427606,-0.3612512205183843,-0.8419935373938314,-0.1687888533832794,1.4262534302891705,-0.8723846304306578,-0.4328037596533649,-0.14170732360871474,-0.3287906368406947,0.06318803961381762,-0.013409243621073427,-0.02887286078071998,0.0,0.0,0.0,0
