timestamp,open,high,low,close,volume
2025-01-11 19:00:00+00:00,94236.98647243754,94236.98647243754,94236.98647243754,94236.98647243754,17806336068.069622
2025-01-11 20:00:00+00:00,94236.98647243754,94202.518354446,94202.518354446,94202.518354446,19683239875.5187
2025-01-11 21:00:00+00:00,94202.518354446,94561.03444332824,94561.03444332824,94561.03444332824,17765021600.97453
2025-01-11 22:00:00+00:00,94561.03444332824,94908.52887829034,94908.52887829034,94908.52887829034,16804106542.911041
2025-01-11 23:00:00+00:00,94908.52887829034,94565.96347474444,94565.96347474444,94565.96347474444,14612786151.449457
2025-01-12 00:00:00+00:00,94565.96347474444,94572.19295828749,94572.19295828749,94572.19295828749,17731557529.922108
2025-01-12 01:00:00+00:00,94572.19295828749,94342.7718499486,94342.7718499486,94342.7718499486,17612762957.40514
2025-01-12 02:00:00+00:00,94342.7718499486,94536.89752196113,94536.89752196113,94536.89752196113,17699230680.0201
2025-01-12 03:00:00+00:00,94536.89752196113,94598.60594893617,94598.60594893617,94598.60594893617,17128330563.65476
2025-01-12 04:00:00+00:00,94598.60594893617,94565.80576126037,94565.80576126037,94565.80576126037,16179245419.003897
2025-01-12 05:00:00+00:00,94565.80576126037,94473.51645693358,94473.51645693358,94473.51645693358,15516120749.913023
2025-01-12 06:00:00+00:00,94473.51645693358,94488.70417581518,94488.70417581518,94488.70417581518,14077769541.938314
2025-01-12 07:00:00+00:00,94488.70417581518,94379.41910441955,94379.41910441955,94379.41910441955,16302275777.89242
2025-01-12 08:00:00+00:00,94379.41910441955,94269.08776026823,94269.08776026823,94269.08776026823,16104174376.791582
2025-01-12 09:00:00+00:00,94269.08776026823,94120.71507832203,94120.71507832203,94120.71507832203,14620620398.159681
2025-01-12 10:00:00+00:00,94120.71507832203,93857.34535112529,93857.34535112529,93857.34535112529,16650379155.195889
2025-01-12 11:00:00+00:00,93857.34535112529,93973.60002136382,93973.60002136382,93973.60002136382,13985279249.788408
2025-01-12 12:00:00+00:00,93973.60002136382,94203.80630265319,94203.80630265319,94203.80630265319,15684752771.492273
2025-01-12 13:00:00+00:00,94203.80630265319,94255.24861633297,94255.24861633297,94255.24861633297,17168635961.03594
2025-01-12 14:00:00+00:00,94255.24861633297,94612.20014403955,94612.20014403955,94612.20014403955,14764406461.72982
2025-01-12 15:00:00+00:00,94612.20014403955,94762.22675114391,94762.22675114391,94762.22675114391,16254301870.46889
