timestamp,tx_hash,from,to,eth_value
2025-04-11 13:13:11,0x60ab84116f4e635a74c6e03bfd18401e208bc0bc383774091e830d0067e3f112,0x5b64a3c77a5ada41095f81c2e92f07ec1b1333e6,0x46f34c24a7ba7a2ac6dd76c3f09b32d41c144d08,3751.466
2025-04-11 13:53:23,0xbc5599f0b344db438268cf10fc8f7b520e2ccc519d63f290509b8c1add021769,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60,154.99973699999998
2025-04-11 14:53:47,0xd5037fbda675a9850f634fa0ccb78776468d5fe8ab11569cba8a4db57b2d7fca,0x8e45e06493984b59fc956a32b23c1d4bb3999999,0xc019a554143d13861a00025bf8507e155eef6545,149.85792668938345
