timestamp,open,high,low,close,volume
2025-01-11 20:00:00+00:00,3275.4782710888603,3275.4782710888603,3275.4782710888603,3275.4782710888603,11195178345.493578
2025-01-11 21:00:00+00:00,3275.4782710888603,3296.8499408059847,3296.8499408059847,3296.8499408059847,10735087627.06168
2025-01-11 22:00:00+00:00,3296.8499408059847,3308.3310658974724,3308.3310658974724,3308.3310658974724,10992678382.019579
2025-01-11 23:00:00+00:00,3308.3310658974724,3288.694178208778,3288.694178208778,3288.694178208778,10974289526.466688
2025-01-12 00:00:00+00:00,3288.694178208778,3283.0070131950847,3283.0070131950847,3283.0070131950847,10791923693.915394
2025-01-12 01:00:00+00:00,3283.0070131950847,3280.4242985253736,3280.4242985253736,3280.4242985253736,10688148547.618345
2025-01-12 02:00:00+00:00,3280.4242985253736,3286.883254312652,3286.883254312652,3286.883254312652,10766591388.273306
2025-01-12 03:00:00+00:00,3286.883254312652,3286.8189102146257,3286.8189102146257,3286.8189102146257,10605147670.81517
2025-01-12 04:00:00+00:00,3286.8189102146257,3283.607157986765,3283.607157986765,3283.607157986765,10252141306.909796
2025-01-12 05:00:00+00:00,3283.607157986765,3282.359111876394,3282.359111876394,3282.359111876394,10240482941.615116
2025-01-12 06:00:00+00:00,3282.359111876394,3278.1145913886617,3278.1145913886617,3278.1145913886617,10097345814.866112
2025-01-12 07:00:00+00:00,3278.1145913886617,3270.0260006708754,3270.0260006708754,3270.0260006708754,10145433965.784334
2025-01-12 08:00:00+00:00,3270.0260006708754,3265.476246745512,3265.476246745512,3265.476246745512,9953510721.709173
2025-01-12 09:00:00+00:00,3265.476246745512,3237.743099250377,3237.743099250377,3237.743099250377,9573666486.45032
2025-01-12 10:00:00+00:00,3237.743099250377,3238.1337373803153,3238.1337373803153,3238.1337373803153,9823072878.69698
2025-01-12 11:00:00+00:00,3238.1337373803153,3243.466093040701,3243.466093040701,3243.466093040701,10096549280.774057
2025-01-12 12:00:00+00:00,3243.466093040701,3251.4384882033905,3251.4384882033905,3251.4384882033905,9204995121.503952
2025-01-12 13:00:00+00:00,3251.4384882033905,3250.087455196473,3250.087455196473,3250.087455196473,9633163554.344217
2025-01-12 14:00:00+00:00,3250.087455196473,3265.416440509818,3265.416440509818,3265.416440509818,9714256808.999168
2025-01-12 15:00:00+00:00,3265.416440509818,3268.6025098171717,3268.6025098171717,3268.6025098171717,10011907787.0014
2025-01-12 16:00:00+00:00,3268.6025098171717,3283.2530145585683,3283.2530145585683,3283.2530145585683,9450691625.608002
2025-01-12 17:00:00+00:00,3283.2530145585683,3277.4444036220216,3277.4444036220216,3277.4444036220216,10673045592.954866
2025-01-12 18:00:00+00:00,3277.4444036220216,3287.7746780217863,3287.7746780217863,3287.7746780217863,10422255435.569134
2025-01-12 19:00:00+00:00,3287.7746780217863,3281.8616299353253,3281.8616299353253,3281.8616299353253,10411143046.236776
2025-01-12 20:00:00+00:00,3281.8616299353253,3276.8289222428707,3276.8289222428707,3276.8289222428707,10529003337.365084
2025-01-12 21:00:00+00:00,3276.8289222428707,3279.826648923471,3279.826648923471,3279.826648923471,9669032535.466038
2025-01-12 22:00:00+00:00,3279.826648923471,3263.810457945719,3263.810457945719,3263.810457945719,10052029733.007847
2025-01-12 23:00:00+00:00,3263.810457945719,3236.3650020229634,3236.3650020229634,3236.3650020229634,10078990882.988533
2025-01-13 00:00:00+00:00,3236.3650020229634,3264.070968533687,3264.070968533687,3264.070968533687,9699706283.258541
2025-01-13 01:00:00+00:00,3264.070968533687,3305.3878678187,3305.3878678187,3305.3878678187,10267575434.85387
2025-01-13 02:00:00+00:00,3305.3878678187,3257.552371187421,3257.552371187421,3257.552371187421,12519809142.833597
2025-01-13 03:00:00+00:00,,,,,
2025-01-13 04:00:00+00:00,3257.552371187421,3242.606246789638,3242.606246789638,3242.606246789638,13241249572.295092
2025-01-13 05:00:00+00:00,3242.606246789638,3239.407869965684,3239.407869965684,3239.407869965684,14559102579.072495
2025-01-13 06:00:00+00:00,3239.407869965684,3223.04925050731,3223.04925050731,3223.04925050731,15332592363.666187
2025-01-13 07:00:00+00:00,3223.04925050731,3185.2172766707417,3185.2172766707417,3185.2172766707417,14786758880.41581
2025-01-13 08:00:00+00:00,3185.2172766707417,3197.153542057739,3197.153542057739,3197.153542057739,15988067321.220787
2025-01-13 09:00:00+00:00,3197.153542057739,3165.7411368214466,3165.7411368214466,3165.7411368214466,15379475534.542984
2025-01-13 10:00:00+00:00,3165.7411368214466,3157.9978772291074,3157.9978772291074,3157.9978772291074,17284249792.918865
