datetime,timestamp,open,high,low,close,volume,returns,volatility,volume_ma,target,hour,day_of_week
2022-04-14 04:00:00,1649908800000,3117.9,3126.82,3107.52,3112.13,10891.4882,-0.001850604573591208,0.006554263429499218,17411.61545833333,0,4,3
2022-04-14 05:00:00,1649912400000,3112.13,3115.59,3103.88,3110.39,10761.2671,-0.0005591026081815942,0.006557066213618781,17378.339679166664,0,5,3
2022-04-14 06:00:00,1649916000000,3110.4,3114.38,3099.16,3107.27,9105.4426,-0.001003089644706856,0.006447250766754767,17356.24929583333,0,6,3
2022-04-14 07:00:00,1649919600000,3107.28,3119.96,3101.01,3113.5,10350.5767,0.002004975428591571,0.006451818262085018,17134.563416666668,0,7,3
2022-04-14 08:00:00,1649923200000,3113.5,3122.16,3106.02,3107.53,10377.1307,-0.0019174562389593364,0.006475290853645517,17138.95877083333,0,8,3
2022-04-14 09:00:00,1649926800000,3107.53,3108.26,3084.08,3100.32,20257.6049,-0.0023201706821817103,0.006486681534312056,17487.337079166664,0,9,3
2022-04-14 10:00:00,1649930400000,3100.32,3104.86,3075.92,3078.94,19766.2558,-0.006896062341951836,0.006534414178603383,17702.985858333333,0,10,3
2022-04-14 11:00:00,1649934000000,3078.93,3089.0,3068.63,3072.78,13754.766,-0.0020006885486563153,0.006404259054263209,17554.159141666667,0,11,3
2022-04-14 12:00:00,1649937600000,3072.78,3091.1,3069.88,3086.95,15291.5852,0.004611459329987744,0.006407714072532142,17293.471120833332,0,12,3
2022-04-14 13:00:00,1649941200000,3086.94,3099.56,3042.59,3046.6,40518.8384,-0.013071154375678185,0.004921718371456945,17201.766795833333,0,13,3
2022-04-14 14:00:00,1649944800000,3046.6,3059.36,3030.95,3043.67,36311.779,-0.000961727827742398,0.0049116833661703345,16907.1340875,0,14,3
2022-04-14 15:00:00,1649948400000,3043.67,3050.32,3011.97,3015.9,30222.2377,-0.00912385376864111,0.004982537937542361,16834.853816666666,1,15,3
2022-04-14 16:00:00,1649952000000,3015.9,3025.0,2999.79,3015.9,35309.9967,0.0,0.0049801561595264505,17082.27495833333,0,16,3
2022-04-14 17:00:00,1649955600000,3015.9,3023.76,3006.56,3021.82,14523.3289,0.0019629298053649435,0.00501320044853052,16987.167562500003,1,17,3
2022-04-14 18:00:00,1649959200000,3021.83,3025.96,2982.09,2983.61,22615.2698,-0.012644697566367324,0.0052030862330885415,17391.859016666665,1,18,3
2022-04-14 19:00:00,1649962800000,2983.61,3002.04,2976.3,2995.75,18598.762,0.004068896404020528,0.00522149718875785,17571.112220833333,1,19,3
2022-04-14 20:00:00,1649966400000,2995.75,3014.1,2983.61,3013.84,13365.1807,0.00603855461904379,0.005209667432402703,17696.477512499998,1,20,3
2022-04-14 21:00:00,1649970000000,3013.85,3021.04,3010.0,3019.8,6801.2659,0.001977543598863818,0.005243429966217071,17630.568166666668,1,21,3
2022-04-14 22:00:00,1649973600000,3019.8,3026.51,3011.12,3014.67,9633.5792,-0.001698787999205309,0.005049329787833972,17304.949520833336,1,22,3
2022-04-14 23:00:00,1649977200000,3014.66,3025.13,3013.65,3021.98,6395.2189,0.0024248093489502853,0.005111066824070336,17015.939883333333,1,23,3
2022-04-15 00:00:00,1649980800000,3021.98,3037.87,3013.41,3015.47,14538.4192,-0.002154216771785511,0.005103712810019491,17042.119016666667,1,0,4
2022-04-15 01:00:00,1649984400000,3015.47,3027.35,3013.22,3023.38,5675.6833,0.0026231400080254375,0.004901812983545162,16691.740679166665,1,1,4
2022-04-15 02:00:00,1649988000000,3023.39,3030.5,3018.12,3024.67,8726.3008,0.0004266747812051719,0.004887367548557177,16493.264470833336,1,2,4
2022-04-15 03:00:00,1649991600000,3024.67,3043.29,3022.76,3042.0,13959.0483,0.00572955066172498,0.005086086287719885,16572.959416666665,0,3,4
2022-04-15 04:00:00,1649995200000,3042.0,3046.9,3029.52,3032.85,10155.2829,-0.003007889546351117,0.005099831460115767,16542.284195833334,0,4,4
2022-04-15 05:00:00,1649998800000,3032.85,3044.48,3029.15,3038.77,7659.3207,0.0019519593781427425,0.005136227997032962,16413.036429166666,0,5,4
2022-04-15 06:00:00,1650002400000,3038.77,3042.8,3019.13,3023.17,8383.743,-0.005133656051626079,0.005206546117838442,16382.965612500002,0,6,4
2022-04-15 07:00:00,1650006000000,3023.18,3046.41,3010.85,3034.62,15958.9477,0.003787415196631283,0.0052655807496672915,16616.6477375,0,7,4
2022-04-15 08:00:00,1650009600000,3034.62,3040.54,3017.08,3025.0,11739.4965,-0.003170083898478171,0.0052806843678921455,16673.412979166667,1,8,4
2022-04-15 09:00:00,1650013200000,3025.0,3034.34,3017.39,3024.05,8042.5706,-0.00031404958677683226,0.005276530251617846,16164.453216666669,1,9,4
2022-04-15 10:00:00,1650016800000,3024.06,3040.63,3023.27,3031.13,10571.7021,0.0023412311304376043,0.0051653002062687185,15781.3468125,0,10,4
2022-04-15 11:00:00,1650020400000,3031.14,3037.22,3018.74,3027.28,9308.7699,-0.001270153375143912,0.005159075853748217,15596.096974999999,1,11,4
2022-04-15 12:00:00,1650024000000,3027.28,3031.65,3017.4,3021.29,6311.9864,-0.0019786739251077545,0.005043239690630454,15221.947025000001,1,12,4
2022-04-15 13:00:00,1650027600000,3021.29,3030.55,3003.68,3006.9,19844.11,-0.0047628661929175475,0.004416457212393281,14360.500008333334,1,13,4
2022-04-15 14:00:00,1650031200000,3006.9,3060.92,2993.13,3036.39,33150.0265,0.009807442881372808,0.004892816105659023,14228.760320833333,0,14,4
2022-04-15 15:00:00,1650034800000,3036.16,3043.77,3025.51,3028.88,12082.7231,-0.0024733318183763897,0.0045340065608765676,13472.947212500001,1,15,4
2022-04-15 16:00:00,1650038400000,3028.88,3029.25,3009.23,3022.94,12207.6034,-0.001961120942394534,0.004555180088088584,12510.347491666667,1,16,4
2022-04-15 17:00:00,1650042000000,3022.95,3040.0,3020.48,3031.34,8365.1305,0.002778751811150837,0.004572641620089211,12253.755891666666,1,17,4
2022-04-15 18:00:00,1650045600000,3031.33,3034.7,3026.0,3029.33,6536.2245,-0.0006630730963864684,0.0036836688718080274,11583.795670833335,1,18,4
2022-04-15 19:00:00,1650049200000,3029.33,3030.44,3019.54,3022.81,5323.6913,-0.0021522911006723877,0.003650656194739363,11030.667725,1,19,4
2022-04-15 20:00:00,1650052800000,3022.82,3030.7,3018.5,3030.69,5357.6349,0.0026068459479755557,0.003482779259936412,10697.019983333334,1,20,4
2022-04-15 21:00:00,1650056400000,3030.69,3035.2,3027.38,3035.2,4286.1011,0.001488109968357021,0.003473572229968051,10592.221450000001,1,21,4
2022-04-15 22:00:00,1650060000000,3035.19,3038.5,3025.88,3032.99,4905.7715,-0.0007281233526621467,0.0034558929804405056,10395.229462500001,1,22,4
2022-04-15 23:00:00,1650063600000,3032.99,3044.82,3030.28,3040.56,6536.0099,0.0024958868970883508,0.0034578603157862965,10401.095754166667,1,23,4
2022-04-16 00:00:00,1650067200000,3040.57,3045.0,3034.98,3042.57,6242.4866,0.0006610624358671657,0.003419903846338344,10055.431895833333,0,0,5
2022-04-16 01:00:00,1650070800000,3042.57,3050.12,3038.97,3040.4,7220.7815,-0.0007132128430898943,0.0033923914492460317,10119.8109875,0,1,5
2022-04-16 02:00:00,1650074400000,3040.39,3045.96,3035.98,3040.96,4623.3764,0.0001841862912774772,0.003392170634355629,9948.855804166667,0,2,5
2022-04-16 03:00:00,1650078000000,3040.96,3043.38,3035.37,3038.29,5640.6439,-0.0008780122066716078,0.003188372304103327,9602.255620833334,0,3,5
2022-04-16 04:00:00,1650081600000,3038.29,3048.52,3037.11,3044.66,4697.5717,0.002096574059750722,0.003152249357769147,9374.8509875,0,4,5
2022-04-16 05:00:00,1650085200000,3044.67,3046.96,3037.66,3041.76,4878.7161,-0.0009524873056432348,0.0031364441902422126,9258.9924625,0,5,5
2022-04-16 06:00:00,1650088800000,3041.77,3041.77,3035.29,3037.74,2878.6745,-0.0013216032823103463,0.002953965100005063,9029.614608333333,1,6,5
2022-04-16 07:00:00,1650092400000,3037.74,3040.8,3033.27,3034.64,4736.4564,-0.0010204954999439853,0.0028620170845072407,8562.010804166666,1,7,5
2022-04-16 08:00:00,1650096000000,3034.64,3041.84,3027.71,3034.96,8344.5053,0.00010544908127485542,0.002781018472749115,8420.552837500001,1,8,5
2022-04-16 09:00:00,1650099600000,3034.96,3038.83,3031.51,3033.73,5104.7379,-0.0004052771700451263,0.0027817292677187566,8298.143141666667,0,9,5
2022-04-16 10:00:00,1650103200000,3033.74,3042.99,3032.69,3039.48,5595.2139,0.001895356541287363,0.0027678212170643146,8090.789466666666,0,10,5
2022-04-16 11:00:00,1650106800000,3039.48,3047.11,3038.0,3039.48,6356.624,0.0,0.002752217979028922,7967.7833875,0,11,5
2022-04-16 12:00:00,1650110400000,3039.48,3046.18,3034.34,3043.41,8870.3817,0.0012929843262663443,0.002721960284382675,8074.383191666667,0,12,5
2022-04-16 13:00:00,1650114000000,3043.41,3044.51,3035.36,3041.54,6218.7238,-0.00061444235249275,0.002509396282842779,7506.658766666666,0,13,5
2022-04-16 14:00:00,1650117600000,3041.53,3047.38,3034.0,3046.73,5958.4249,0.001706372429755909,0.0015688146460650335,6373.675366666666,0,14,5
2022-04-16 15:00:00,1650121200000,3046.73,3058.9,3010.03,3017.5,29147.3446,-0.009593892468318543,0.002488705797152908,7084.7012625,1,15,5
2022-04-16 16:00:00,1650124800000,3017.51,3027.84,3013.79,3026.17,8719.1276,0.0028732394366197678,0.0025313458378117036,6939.348104166667,1,16,5
2022-04-16 17:00:00,1650128400000,3026.17,3029.04,3018.52,3020.16,4546.6898,-0.0019860087172896,0.0024944076004231957,6780.246408333333,1,17,5
2022-04-16 18:00:00,1650132000000,3020.16,3026.49,3017.34,3025.58,3177.1478,0.0017946069082432903,0.002522756006831699,6640.2848791666665,1,18,5
2022-04-16 19:00:00,1650135600000,3025.59,3028.9,3023.11,3024.39,3739.8666,-0.0003933130176693167,0.002484237832492545,6574.292183333334,1,19,5
2022-04-16 20:00:00,1650139200000,3024.4,3044.0,3022.71,3032.79,5523.4369,0.0027774195788241585,0.002492177551144015,6581.200599999999,0,20,5
2022-04-16 21:00:00,1650142800000,3032.79,3054.53,3032.78,3050.12,7451.1702,0.005714210347567805,0.0027368356482741648,6713.0784791666665,0,21,5
2022-04-16 22:00:00,1650146400000,3050.13,3086.1,3050.12,3060.99,20233.4972,0.003563794211375315,0.002812195828471167,7351.733716666666,0,22,5
2022-04-16 23:00:00,1650150000000,3060.98,3072.0,3058.28,3059.3,6446.8172,-0.0005521089582127825,0.002781462294822595,7348.017354166667,0,23,5
2022-04-17 00:00:00,1650153600000,3059.3,3064.5,3053.97,3056.56,5524.3526,-0.0008956297192168616,0.002789835430380531,7318.095104166667,0,0,6
2022-04-17 01:00:00,1650157200000,3056.57,3061.73,3054.01,3057.34,3923.7208,0.00025518883974151585,0.002783125093972332,7180.717575,0,1,6
2022-04-17 02:00:00,1650160800000,3057.34,3057.73,3027.38,3031.77,9275.5985,-0.008363479364414839,0.0032905953315710986,7374.560162499999,1,2,6
2022-04-17 03:00:00,1650164400000,3031.77,3036.12,3022.0,3029.38,7331.5998,-0.0007883183750745371,0.0032897488900886147,7445.016658333333,1,3,6
2022-04-17 04:00:00,1650168000000,3029.37,3039.58,3028.8,3037.35,4384.8453,0.0026309013725580588,0.003307143954597674,7431.986391666666,1,4,6
2022-04-17 05:00:00,1650171600000,3037.34,3046.21,3034.22,3042.22,4460.1478,0.0016033713599024058,0.003319455806824882,7414.546045833333,1,5,6
2022-04-17 06:00:00,1650175200000,3042.22,3044.92,3038.61,3042.06,4294.9217,-5.2593172091386364e-05,0.0033073810461005933,7473.556345833334,1,6,6
2022-04-17 07:00:00,1650178800000,3042.06,3044.29,3032.03,3037.97,3971.0608,-0.0013444836722484865,0.0033126590132129957,7441.664862500001,1,7,6
2022-04-17 08:00:00,1650182400000,3037.96,3054.83,3037.48,3040.94,6865.1442,0.0009776265071743673,0.0033180622148611715,7380.024816666667,1,8,6
2022-04-17 09:00:00,1650186000000,3040.94,3049.77,3040.94,3043.1,5203.4739,0.0007103066814866388,0.0033186755305217217,7384.138816666666,1,9,6
2022-04-17 10:00:00,1650189600000,3043.11,3045.82,3038.02,3041.95,2978.215,-0.0003779041109395198,0.0032985925082079496,7275.097195833333,1,10,6
2022-04-17 11:00:00,1650193200000,3041.96,3048.66,3038.86,3048.05,5556.7759,0.0020052926576703545,0.0033228675107035885,7241.7701916666665,1,11,6
2022-04-17 12:00:00,1650196800000,3048.05,3056.63,3042.8,3048.0,6347.3954,-1.6403930381825305e-05,0.003313552417895532,7136.6457625,0,12,6
2022-04-17 13:00:00,1650200400000,3047.99,3083.0,3046.03,3061.27,31516.295,0.004353674540682473,0.0034224553236222094,8190.711229166666,0,13,6
2022-04-17 14:00:00,1650204000000,3061.27,3074.86,3052.94,3063.73,12020.974,0.0008035880533243667,0.003410982071720316,8443.317441666668,0,14,6
2022-04-17 15:00:00,1650207600000,3063.74,3080.6,3058.06,3073.0,13877.2928,0.0030257235461348397,0.0027353056584530438,7807.065283333333,0,15,6
2022-04-17 16:00:00,1650211200000,3073.01,3078.48,3055.71,3058.7,10473.5305,-0.004653433127237316,0.0029088472422219296,7880.165404166666,0,16,6
2022-04-17 17:00:00,1650214800000,3058.69,3062.14,3043.37,3050.37,8558.1665,-0.002723379213391275,0.0029394252243081084,8047.310266666666,0,17,6
2022-04-17 18:00:00,1650218400000,3050.37,3052.26,3022.96,3031.99,15857.0344,-0.006025498546078034,0.0032020060431262507,8575.638874999999,0,18,6
2022-04-17 19:00:00,1650222000000,3031.99,3059.81,3028.38,3052.08,10224.4423,0.006626011299509571,0.003465385796868408,8845.829529166665,0,19,6
2022-04-17 20:00:00,1650225600000,3052.08,3057.57,3043.28,3045.54,5094.8043,-0.0021428009750726895,0.003463271739336838,8827.9698375,0,20,6
2022-04-17 21:00:00,1650229200000,3045.54,3056.31,3037.05,3054.83,4539.9799,0.0030503621689421667,0.0033178478636121606,8706.670241666667,0,21,6
2022-04-17 22:00:00,1650232800000,3054.84,3077.46,3041.0,3045.61,18131.4197,-0.0030181712239305547,0.0032883599122895983,8619.083679166666,0,22,6
2022-04-17 23:00:00,1650236400000,3045.61,3045.62,2981.7,2988.06,43360.8829,-0.01889605038071196,0.005038685898041076,10157.16975,0,23,6
2022-04-18 00:00:00,1650240000000,2988.07,2996.62,2977.0,2990.83,17641.3235,0.0009270228844133754,0.0050535536082024985,10662.0435375,0,0,0
2022-04-18 01:00:00,1650243600000,2990.83,2998.16,2985.01,2989.74,9530.3616,-0.0003644473273305415,0.005049013039151213,10895.653570833332,0,1,0
2022-04-18 02:00:00,1650247200000,2989.74,2997.31,2987.0,2995.26,8316.2947,0.0018463143952318628,0.0048193862635498965,10855.682579166665,0,2,0
2022-04-18 03:00:00,1650250800000,2995.27,3002.39,2988.53,2995.18,9082.067,-2.670886667610617e-05,0.004819867819060448,10928.6187125,0,3,0
2022-04-18 04:00:00,1650254400000,2995.17,2995.75,2901.06,2912.27,70384.6251,-0.027681141033260026,0.007305040833988553,13678.6095375,0,4,0
2022-04-18 05:00:00,1650258000000,2912.28,2925.63,2901.19,2914.9,23493.8968,0.0009030756076875424,0.0072925571183250285,14471.6824125,0,5,0
2022-04-18 06:00:00,1650261600000,2914.9,2924.46,2912.42,2915.19,10751.4817,9.948883323618318e-05,0.007294165629428739,14740.705745833335,1,6,0
2022-04-18 07:00:00,1650265200000,2915.19,2919.79,2883.22,2892.12,26409.507,-0.00791372088954756,0.007400858586679321,15675.641004166668,1,7,0
2022-04-18 08:00:00,1650268800000,2892.13,2908.36,2889.27,2893.32,13064.3738,0.0004149205427161906,0.007391830679407582,15933.9422375,1,8,0
2022-04-18 09:00:00,1650272400000,2893.32,2908.89,2888.15,2908.62,12663.6233,0.005288042802040538,0.007523895302370365,16244.781795833333,1,9,0
2022-04-18 10:00:00,1650276000000,2908.62,2922.85,2905.05,2908.12,12784.2246,-0.00017190282677004287,0.0075257697513687735,16653.365529166666,1,10,0
2022-04-18 11:00:00,1650279600000,2908.12,2923.69,2908.12,2911.85,8982.1568,0.0012826155729475097,0.007511124190854292,16796.08973333333,1,11,0
2022-04-18 12:00:00,1650283200000,2911.86,2947.9,2911.11,2941.19,21083.3771,0.010076068478802158,0.007892569559239284,17410.08897083333,1,12,0
2022-04-18 13:00:00,1650286800000,2941.18,2952.79,2915.86,2922.82,29702.9542,-0.006245771269452138,0.007849841744857089,17334.53310416667,1,13,0
2022-04-18 14:00:00,1650290400000,2922.82,2944.52,2920.0,2928.34,23306.3333,0.001888587049493351,0.007869169490965664,17804.756408333335,1,14,0
2022-04-18 15:00:00,1650294000000,2928.35,2930.0,2905.0,2914.25,18129.1941,-0.00481159974593115,0.007820442571762757,17981.9189625,1,15,0
2022-04-18 16:00:00,1650297600000,2914.25,2940.5,2895.0,2927.35,24492.8595,0.004495153126876428,0.00791690634182783,18566.057670833332,1,16,0
2022-04-18 17:00:00,1650301200000,2927.35,2991.44,2923.92,2984.71,45209.2517,0.019594513809418013,0.009035093483089389,20093.186220833333,1,17,0
2022-04-18 18:00:00,1650304800000,2984.72,3024.78,2980.84,3014.41,41180.8031,0.0099507154798959,0.00922504098358469,21148.343249999998,1,18,0
2022-04-18 19:00:00,1650308400000,3014.42,3019.45,2988.57,3005.72,22516.7121,-0.00288281952355518,0.00912270014214148,21660.521158333333,1,19,0
2022-04-18 20:00:00,1650312000000,3005.72,3021.54,3004.58,3005.75,13587.9186,9.98096961790651e-06,0.009117426679929277,22014.400920833334,1,20,0
2022-04-18 21:00:00,1650315600000,3005.75,3052.08,3005.74,3042.56,17198.2646,0.012246527488979364,0.009460258045596252,22541.82945,0,21,0
2022-04-18 22:00:00,1650319200000,3042.55,3067.79,3031.94,3065.26,15528.8074,0.00746082246529256,0.009562173277267287,22433.387270833333,0,22,0
2022-04-18 23:00:00,1650322800000,3065.26,3069.6,3050.18,3055.56,15211.242,-0.0031644950183672416,0.008687400901409527,21260.485566666666,0,23,0
2022-04-19 00:00:00,1650326400000,3055.56,3095.18,3054.76,3059.45,29325.7246,0.0012730890573249276,0.008687617905499649,21747.3356125,0,0,1
2022-04-19 01:00:00,1650330000000,3059.44,3067.02,3051.76,3052.58,9216.9831,-0.0022455016424520746,0.008708752514676664,21734.278175,0,1,1
2022-04-19 02:00:00,1650333600000,3052.59,3057.24,3038.07,3040.03,12250.6187,-0.004111276362945393,0.008765435702988888,21898.20834166667,1,2,1
2022-04-19 03:00:00,1650337200000,3040.04,3049.2,3035.79,3037.58,11639.014,-0.0008059130995419217,0.008769514028602349,22004.747799999997,1,3,1
2022-04-19 04:00:00,1650340800000,3037.59,3050.82,3035.33,3046.63,10638.2532,0.002979345399956701,0.006372719425481244,19515.3156375,1,4,1
2022-04-19 05:00:00,1650344400000,3046.64,3047.85,3036.3,3037.68,6691.9571,-0.0029376721164041664,0.006446648854925118,18815.234816666667,1,5,1
2022-04-19 06:00:00,1650348000000,3037.67,3051.97,3037.34,3045.68,7610.1275,0.002633588791446151,0.006439353146709357,18684.345058333332,1,6,1
2022-04-19 07:00:00,1650351600000,3045.68,3051.81,3030.34,3039.01,9153.2917,-0.002189987129310844,0.006162204269807791,17965.3360875,1,7,1
2022-04-19 08:00:00,1650355200000,3039.01,3049.33,3036.84,3041.34,9503.1794,0.0007666970493680481,0.006158477702049245,17816.9529875,1,8,1
