timestamp,btc_close_price,btc_volume,eth_close_price,eth_volume,eth_tx_volume,datetime,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total,value,c,h,l,o,t,price_change,sma_20,rsi_14,hidden_states,signal
2025-04-11 02:48:11.000,80069.49594573223,42567753205.5687,1539.2395572310618,21102096289.509533,61.89778582675672,2025-04-11 02:48:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79611.63639263574,62.62934499419603,1,hold
2025-04-11 03:04:42.375,80069.49594573223,42567753205.5687,1535.9051542755703,21110784284.258957,61.89778582675672,2025-04-11 03:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79646.69921949158,58.87257456786616,0,hold
2025-04-11 03:04:42.488,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,61.89778582675672,2025-04-11 03:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0031653643514024665,79694.43450275247,63.62056186826215,1,hold
2025-04-11 03:08:23.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,20.23271790708281,2025-04-11 03:08:23,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79745.68224045428,60.881343141805786,0,hold
2025-04-11 03:28:47.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,32.06230524129299,2025-04-11 03:28:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79796.92997815611,60.881343141805786,1,hold
2025-04-11 03:48:47.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,102.50061126243904,2025-04-11 03:48:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79836.59342869432,66.38465140895352,0,hold
2025-04-11 04:04:42.416,80758.214835068,42371197785.98522,1535.9051542755703,21110784284.258957,102.50061126243904,2025-04-11 04:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.00541899653746869,79898.02036729424,72.652348373516,1,hold
2025-04-11 04:04:44.762,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,102.50061126243904,2025-04-11 04:04:44,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79949.68637605809,72.652348373516,0,hold
2025-04-11 04:08:47.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,45.486245036368466,2025-04-11 04:08:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80001.35238482192,78.04740219459921,1,hold
2025-04-11 04:28:59.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,374.12677818595034,2025-04-11 04:28:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80045.33194798295,78.04740219459921,2,hold
2025-04-11 04:48:59.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,799.2396530747126,2025-04-11 04:48:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80089.31151114398,99.99999999991627,2,hold
