timestamp,tx_hash,from,to,eth_value
2025-04-11 14:17:47,0xc43a67ead6c163db6db6621d0f83030cf6db54f3039f2966de746bbbcb968466,0x0e72594bf00b6595f2b6dc25e4c3ba9740bca06b,0xbb4d1dc5c1abec4ea11166ec97e714862863ad1d,400.0
2025-04-11 14:37:47,0x43b077f45e58c20ea2c2f21febae7fc8fe2042d15c26aab8ff4033a27b63c8d8,0x1c3a068430f8fe592703d07b9fd063d47bde8aba,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,116.0935048971589
2025-04-11 14:57:59,0xd083f1c50d99bb108344cd3f44ab6083087b8bb0d61e18f85748ed3163ccff5d,0xaf691706f0a8edf83632196f1a1c1df04516b4b8,0xcd531ae9efcce479654c4926dec5f6209531ca7b,199.69998754308398
2025-04-11 15:38:23,0x1d1679caa7dec8bf1166d935d044127f7c2a81fb5b90259b3712f42eb0e5fa0c,0xfe908731af54c56dfd63948f18ce5878a3b8a1ad,0xdb2c7cec73546c99b794a222bb9a3e64928cdc25,110.04100711
