Window,Threshold,Sharpe,Max Drawdown,Trade/Interval,Fees,Drawdown,Equity,PnL,Trades,Positions,Zscore,Price_change,Premium_index,Close_price,Time
2025-01-11 to 2025-04-11,0.01,,-0.0,0.0,0,-0.0,10000.0,0,0,0,,0.0007287131564281314,0.0,82310.93644719137,2025-04-11 10:01:01
