datetime,open,high,low,close,tx_hash,from,to,eth_value,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total,v,c,h,l,o,t,hour
2025-01-23 19:00:00,100555.0,106307.0,97532.0,101275.0,,,,,1.21893561,1.53282092,70.96913895,73.13613666,3573647973.2073946,83366.11,83982.91,83293.64,83968.37,1737658800.0,19
2025-01-23 20:00:00,100555.0,106307.0,97532.0,101275.0,,,,,1.38611705,1.43815265,118.01684138,120.59218339,5673740125.68558,81599.46,84604.47,81599.46,83366.11,1737662400.0,20
2025-01-23 21:00:00,100555.0,106307.0,97532.0,101275.0,,,,,2.37693677,1.36253297,129.21278344,130.73152238,5050893415.278044,81718.68,82035.47,81571.05,81599.46,1737666000.0,21
2025-01-23 22:00:00,100555.0,106307.0,97532.0,101275.0,,,,,0.20443061,1.28690203,10.17920178,10.63039183,3123718721.485972,80592.54,81718.68,80539.03,81718.68,1737669600.0,22
2025-01-23 23:00:00,100555.0,106307.0,97532.0,101275.0,,,,,1.02928892,1.2355569,49.09784989,49.40586809,3241287305.816095,80451.54,80623.14,80414.09,80592.54,1737673200.0,23
2025-01-24 00:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.12870802,1.08419044,14.04896817,15.95979405,4761004012.413699,80460.69,80643.1,80451.54,80451.54,1737676800.0,0
2025-01-24 01:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.45225958,0.97095379,51.40829812,55.62792822,1699353711.9247775,80298.17,80462.41,80289.03,80460.69,1737680400.0,1
2025-01-24 02:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.67709201,0.89354757,58.14968049,58.90700464,1549624396.3762102,80219.7,80298.17,80085.38,80298.17,1737684000.0,2
2025-01-24 03:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.46537751,0.76201335,53.43461152,57.24143423,2775534289.371804,81230.44,81230.44,80219.7,80219.7,1737687600.0,3
2025-01-24 04:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.27613963,0.46189947,24.37290293,27.89010303,4077782997.023831,80885.91,81258.47,80808.24,81230.44,1737691200.0,4
2025-01-24 05:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.58411448,0.65899716,144.89154487,148.90676145,3107699657.5892677,80922.68,80924.92,80710.14,80885.91,1737694800.0,5
2025-01-24 06:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.37651646,0.56574396,14.90389313,15.0606583,1387128995.7108543,81015.39,81077.88,80911.28,80922.68,1737698400.0,6
2025-01-24 07:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.42971271,0.60874463,58.53290322,64.02719305,3820275540.5204167,81226.07,81261.35,81006.34,81015.39,1737702000.0,7
2025-01-24 08:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.20633272,0.57361222,19.6671201,20.42693899,2534353678.666461,81338.97,81437.26,81216.57,81226.07,1737705600.0,8
2025-01-24 09:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.07222638,0.48720284,4.79526888,5.05584687,1357729338.9920166,81571.21,81599.39,81321.33,81338.97,1737709200.0,9
2025-01-24 10:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.04120561,0.569464,82.02213974,85.37886037,2700361591.082218,81273.18,81627.94,81248.17,81571.21,1737712800.0,10
2025-01-24 11:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.55636519,0.75235336,137.32843469,143.18559734,2016202354.746548,81504.7,81504.7,81273.18,81273.18,1737716400.0,11
2025-01-24 12:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.41147198,0.58483301,34.48070551,37.44395045,3005664627.7664666,81909.05,81909.05,81504.7,81504.7,1737720000.0,12
2025-01-24 13:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.17036413,0.55538267,4.32577259,4.42946737,1439554243.5878525,81963.88,82011.96,81814.19,81909.05,1737723600.0,13
2025-01-24 14:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.39410254,0.55029551,49.16884245,51.62743334,7603794003.194335,82859.22,82903.67,81932.81,81963.88,1737727200.0,14
2025-01-24 15:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.16013727,0.54369616,13.64946153,16.1738644,3010017916.7668214,83191.71,83191.71,82809.91,82859.22,1737730800.0,15
2025-01-24 16:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.00653619,0.67716899,107.75000934,109.71244474,4490925032.987178,83329.0,83628.79,83191.71,83191.71,1737734400.0,16
2025-01-24 17:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.93335756,0.66176212,78.56014568,80.26874993,3856668659.59331,83593.8,83639.79,83306.51,83329.0,1737738000.0,17
2025-01-24 18:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.68327949,0.53703559,40.52771067,44.41316669,3813348037.5611935,83343.51,83953.5,83343.51,83593.8,1737741600.0,18
2025-01-24 19:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.08659108,0.49062404,4.40594603,4.76250965,4034181456.771943,83150.33,83472.48,83058.33,83343.51,1737745200.0,19
2025-01-24 20:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.30346017,0.50963776,27.04761942,28.22179548,6038134390.251561,82712.48,83219.5,82700.13,83150.33,1737748800.0,20
2025-01-24 21:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.06926857,0.4632329,1.46951981,1.52390852,840439424.1604762,82447.73,82712.48,82393.21,82712.48,1737752400.0,21
2025-01-24 22:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.1255279,0.45828871,6.49874817,6.77850679,2577735624.298389,82300.01,82453.16,82240.02,82447.73,1737756000.0,22
2025-01-24 23:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.22809785,0.34708323,9.6357317,10.26440319,1557169029.8745892,82341.46,82460.53,82280.57,82300.01,1737759600.0,23
2025-01-25 00:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.33602129,0.26174948,19.78991812,20.16127726,3646758543.360315,81954.08,82473.74,81932.81,82341.46,1737763200.0,0
2025-01-25 01:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.38347887,0.21892082,48.87334175,52.53660583,2466833879.3884206,81591.42,81958.4,81581.41,81954.08,1737766800.0,1
2025-01-25 02:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.10982305,0.22223967,6.86536683,8.12690567,1752483560.8255658,81259.63,81653.39,81259.63,81591.42,1737770400.0,2
2025-01-25 03:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.53030237,0.2546457,59.21205192,63.10598262,4168666058.700581,81324.09,81327.82,81133.53,81259.63,1737774000.0,3
2025-01-25 04:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.50195174,0.31645758,53.74252987,56.21859479,4015890737.5396543,81197.99,81341.28,81166.88,81324.09,1737777600.0,4
2025-01-25 05:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.15660781,0.32089757,26.22072918,27.71958315,1469889789.0058846,81170.21,81201.74,81031.66,81197.99,1737781200.0,5
2025-01-25 06:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.47525554,0.35620581,161.47480341,162.53739374,2106322746.769066,81069.68,81205.67,81024.58,81170.21,1737784800.0,6
2025-01-25 07:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.3357785,0.35617113,84.16158154,86.29507572,1651693634.514132,81087.01,81101.28,81063.4,81069.68,1737788400.0,7
2025-01-25 08:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.12303877,0.3189654,28.567356,31.74400324,1148348148.3915615,81178.03,81178.94,81071.14,81087.01,1737792000.0,8
2025-01-25 09:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.13431143,0.32246374,20.11395366,20.54964891,1138277937.575931,81244.18,81247.81,81166.12,81178.03,1737795600.0,9
2025-01-25 10:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.12101912,0.2639947,21.55371463,22.02548014,1186959993.0104773,81091.96,81249.63,80994.55,81244.18,1737799200.0,10
2025-01-25 11:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.52262162,0.26694754,116.75387011,119.68035125,1792665772.7506862,81487.62,81487.62,81020.92,81091.96,1737802800.0,11
2025-01-25 12:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.0455122,0.39393388,114.72794036,116.05185409,1170637558.6714633,81438.36,81505.9,81419.86,81487.62,1737806400.0,12
2025-01-25 13:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.30248335,0.36925214,34.10478171,34.78558489,1411200781.2088208,81396.72,81520.29,81379.54,81438.36,1737810000.0,13
2025-01-25 14:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.16751957,0.34521515,12.67617547,12.89900704,882436945.5277283,81363.35,81402.64,81348.56,81396.72,1737813600.0,14
2025-01-25 15:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.26752266,0.50871285,118.59955034,120.41465243,1913670249.882547,81047.19,81386.4,81032.54,81363.35,1737817200.0,15
2025-01-25 16:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.50079028,0.56106697,78.77044999,82.12960662,1911789621.071052,81034.0,81121.32,80941.15,81047.19,1737820800.0,16
2025-01-25 17:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.66647453,0.63898917,72.03890373,72.64572402,812348652.8822309,81316.82,81346.71,81034.0,81034.0,1737824400.0,17
2025-01-25 18:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.19546724,0.73510998,97.27278047,98.02831399,2651519091.730106,81253.39,81427.5,81252.0,81316.82,1737828000.0,18
2025-01-25 19:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.10694805,0.60102938,5.67875787,5.88214283,1310357768.4452164,81396.17,81501.2,81253.39,81253.39,1737831600.0,19
2025-01-25 20:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.03693803,0.56309434,1.78398822,2.14240594,1487097442.6178017,81510.81,81537.75,81392.2,81396.17,1737835200.0,20
2025-01-25 21:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.05909932,0.54760573,1.77993278,1.8320788,1625730993.989205,81354.13,81567.18,81354.13,81510.81,1737838800.0,21
2025-01-25 22:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.02792825,0.37052081,1.47998129,1.61983829,1327861179.8556812,81399.57,81461.12,81316.26,81354.13,1737842400.0,22
2025-01-25 23:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.54149949,0.37633642,27.9773654,28.15797352,2565199173.3437805,81551.93,81551.93,81285.7,81399.57,1737846000.0,23
2025-01-26 00:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.0230062,0.28441237,2.25707029,3.19786131,3160391492.82417,81681.66,81682.54,81543.99,81551.93,1737849600.0,0
2025-01-26 01:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.04952701,0.12070662,3.46385803,3.81357998,922640477.7697296,81479.01,81681.66,81479.01,81681.66,1737853200.0,1
2025-01-26 02:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.1774994,0.13078539,23.27043918,25.02741586,2075378750.8992217,81498.75,81500.38,81443.62,81479.01,1737856800.0,2
2025-01-26 03:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.18111349,0.15138188,15.82372,17.56800825,1458899316.0152848,82274.43,82274.43,81487.12,81498.75,1737860400.0,3
2025-01-26 04:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.73344684,0.24771724,85.09493223,87.28017397,3125458588.4016232,82714.7,82756.87,82246.66,82274.43,1737864000.0,4
2025-01-26 05:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.28627349,0.2846237,10.12439817,10.30584563,475103293.5082744,82812.08,82812.08,82713.01,82714.7,1737867600.0,5
2025-01-26 06:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.44738843,0.27117927,46.79606244,48.31795052,1544327307.5220425,82847.63,82873.21,82811.11,82812.08,1737871200.0,6
2025-01-26 07:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.18154167,0.29382719,8.95475358,9.25862528,618492721.2913977,82860.9,82866.78,82829.83,82847.63,1737874800.0,7
2025-01-26 08:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.25359221,0.32297936,18.07159845,21.55533752,3541579805.330534,82974.14,82974.14,82757.48,82860.9,1737878400.0,8
2025-01-26 09:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.53677471,0.37430441,38.22487481,40.25810332,1083919969.5535903,82167.89,83000.87,82140.72,82974.14,1737882000.0,9
2025-01-26 10:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.22903082,0.38114974,28.34621194,29.08691367,1143203215.0917852,82134.02,82250.63,82128.79,82167.89,1737885600.0,10
2025-01-26 11:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.06705332,0.28595066,2.09157859,2.21275951,780176894.3485484,82192.05,82202.11,82086.47,82134.02,1737889200.0,11
2025-01-26 12:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.10999729,0.26076835,17.06955927,17.70956323,1086987208.2040312,82035.51,82212.56,82035.51,82192.05,1737892800.0,12
2025-01-26 13:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.11245829,0.21292119,11.85322866,13.8323693,1593008579.5031097,81865.87,82035.51,81801.96,82035.51,1737896400.0,13
2025-01-26 14:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.05183152,0.19439117,2.52988043,2.69523881,1194904545.6586692,81822.17,81909.49,81802.62,81865.87,1737900000.0,14
2025-01-26 15:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.50534923,0.23035645,37.09830902,37.39584311,1771223469.5668523,81839.6,81873.18,81790.99,81822.17,1737903600.0,15
2025-01-26 16:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.27538363,0.19301487,19.56657436,20.37838827,3709759853.272015,81890.75,81890.9,81838.82,81839.6,1737907200.0,16
2025-01-26 17:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.06298316,0.16929378,4.03343876,4.40882122,1626520399.7224314,81933.42,81996.33,81890.75,81890.75,1737910800.0,17
2025-01-26 18:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.06265955,0.1686661,4.82706193,5.20074236,1506019916.330327,82080.51,82120.54,81933.42,81933.42,1737914400.0,18
2025-01-26 19:00:00,101184.0,108786.0,99702.0,104068.0,,,,,2.87482026,0.56364081,160.70781677,160.9899344,2466736742.9561806,82088.93,82122.81,82079.11,82080.51,1737918000.0,19
2025-01-26 20:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.00926373,0.54889873,1.03004542,1.07459324,2203764753.5929465,81955.49,82088.93,81897.47,82088.93,1737921600.0,20
2025-01-26 21:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.00687417,0.54247625,0.34156136,0.43307266,1275141170.8734937,81762.11,81961.91,81754.93,81955.49,1737925200.0,21
2025-01-26 22:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.05129887,0.47761191,1.90159828,1.94935707,1141105665.7454314,81753.43,81787.37,81639.28,81762.11,1737928800.0,22
2025-01-26 23:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.12223127,0.455733,7.85385049,8.18949495,2748834516.4260893,81646.02,81921.45,81384.02,81753.43,1737932400.0,23
2025-01-27 00:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.09054388,0.45967025,12.7491319,14.12484505,4501870324.682835,84034.16,84034.16,81646.02,81646.02,1737936000.0,0
2025-01-27 01:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.65465448,0.54424095,65.15698876,70.70268383,2755698625.303215,84249.15,84418.6,84034.16,84034.16,1737939600.0,1
2025-01-27 02:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.92636515,0.26589022,153.41239919,163.96663181,4278275052.6618814,84937.33,84937.33,84017.82,84249.15,1737943200.0,2
2025-01-27 03:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.77021756,0.37459791,96.44496145,104.74958843,1801711312.4591064,85425.04,85430.57,84900.6,84937.33,1737946800.0,3
2025-01-27 04:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.2365766,0.55026969,134.50204501,139.73315586,1622599785.7549615,85711.63,85835.46,85384.84,85425.04,1737950400.0,4
2025-01-27 05:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.29828005,0.58555271,26.08480068,31.61768503,1489881932.68611,86106.71,86107.48,85711.63,85711.63,1737954000.0,5
2025-01-27 06:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.40715994,0.62625681,43.18854497,53.33795174,2422094342.238408,86441.43,86490.24,86106.32,86106.71,1737957600.0,6
2025-01-27 07:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.60258074,0.69940493,60.89933788,71.70710797,1970685323.8089705,86053.19,86657.93,85675.9,86441.43,1737961200.0,7
2025-01-27 08:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.41252201,0.80767172,39.21046604,39.55061626,2881466571.529181,86361.57,86375.29,86003.6,86053.19,1737964800.0,8
2025-01-27 09:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.43210424,0.73706302,48.61104097,58.33407278,3212026083.89707,86474.81,86474.81,86317.03,86361.57,1737968400.0,9
2025-01-27 10:00:00,101184.0,108786.0,99702.0,104068.0,,,,,4.31185122,1.24301069,344.92038861,349.25994874,2275149923.338639,86458.1,86652.42,86309.97,86474.81,1737972000.0,10
2025-01-27 11:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.31370746,1.11117224,23.42000967,26.97884188,1895247502.2648213,87029.4,87103.8,86458.1,86458.1,1737975600.0,11
2025-01-27 12:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.9558575,1.20511187,61.00648847,61.1748799,1137238954.2879114,85915.83,87181.32,85915.83,87029.4,1737979200.0,12
2025-01-27 13:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.88455647,1.41616852,212.94285628,229.91588945,4263877476.106818,84901.33,85919.19,84879.32,85915.83,1737982800.0,13
2025-01-27 14:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.006198,1.47382813,123.25173994,126.78094818,3990949944.847564,84848.32,85493.12,84848.32,84901.33,1737986400.0,14
2025-01-27 15:00:00,101184.0,108786.0,99702.0,104068.0,,,,,3.45511165,1.76562665,447.43580963,452.6196259,4225194847.859961,84604.64,84863.94,84249.53,84848.32,1737990000.0,15
2025-01-27 16:00:00,101184.0,108786.0,99702.0,104068.0,,,,,2.1792422,2.01521779,167.51013366,169.98089199,3157237024.950717,85020.56,85020.56,84391.71,84604.64,1737993600.0,16
2025-01-27 17:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.63009892,1.63211031,233.36108074,234.73424407,3534955754.928845,85313.88,85334.94,84849.86,85020.56,1737997200.0,17
2025-01-27 18:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.23049006,1.62022211,28.80540787,31.57713888,4399240630.918355,85296.78,85452.37,85266.69,85313.88,1738000800.0,18
2025-01-27 19:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.0,1.48367104,0.0,0.0,0.0,85180.58,85328.69,85150.85,85296.78,1738004400.0,19
2025-01-27 20:00:00,101184.0,108786.0,99702.0,104068.0,,,,,2.2170494,1.53117003,163.37483263,164.06165585,4720973117.178883,84272.32,85264.84,84272.32,85180.58,1738008000.0,20
2025-01-27 21:00:00,101184.0,108786.0,99702.0,104068.0,,,,,1.10699956,1.54557026,57.74090401,58.67097653,2853813252.204216,84479.6,85193.82,84189.59,84272.32,1738011600.0,21
2025-01-27 22:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.32052257,1.09777182,26.31248143,27.24441808,3178450818.708134,84252.97,84479.6,84206.99,84479.6,1738015200.0,22
2025-01-27 23:00:00,101184.0,108786.0,99702.0,104068.0,,,,,0.31428885,0.83134991,24.32474234,25.45739724,2622240731.252847,84001.04,84320.97,83985.5,84252.97,1738018800.0,23
2025-01-28 00:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.14677326,0.61944624,15.76445368,17.025698,2122773863.875475,83387.41,84001.04,83385.18,84001.04,1738022400.0,0
2025-01-28 01:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.1151594,0.74582758,48.63278591,49.06701374,1549923108.5878584,83054.38,83387.41,83054.38,83387.41,1738026000.0,1
2025-01-28 02:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.16998309,0.77011088,13.99388138,14.78852867,1772667281.5646336,82483.82,83054.38,82349.62,83054.38,1738029600.0,2
2025-01-28 03:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.06470756,0.46263347,5.71566621,6.27663286,1155624072.611326,82402.1,82542.44,82327.29,82483.82,1738033200.0,3
2025-01-28 04:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.66889854,0.40004761,53.08998775,54.18078152,3715071697.376581,82054.67,82502.08,81958.71,82402.1,1738036800.0,4
2025-01-28 05:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.13438107,0.51631311,114.08282015,124.78191721,3022024346.734142,82050.23,82099.61,82024.18,82054.67,1738040400.0,5
2025-01-28 06:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.85980626,0.59424417,41.19627151,42.99031275,926590757.0352644,82125.21,82183.86,82050.23,82050.23,1738044000.0,6
2025-01-28 07:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.20918977,0.60316081,57.85683303,63.17530918,1932137142.5164487,81660.97,82125.21,81660.97,82125.21,1738047600.0,7
2025-01-28 08:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.94346654,0.7214904,99.30673371,104.94719314,2196046072.269331,81473.45,81660.97,81473.45,81660.97,1738051200.0,8
2025-01-28 09:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.80223274,0.81181178,65.01721254,70.59648128,1717631228.8956294,81151.05,81473.45,81060.38,81473.45,1738054800.0,9
2025-01-28 10:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.16951908,0.969642,103.71801501,113.44335066,2565495839.566756,81194.54,81330.92,81095.05,81151.05,1738058400.0,10
2025-01-28 11:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.623317,0.96313035,41.73371537,43.63219002,1932438396.257368,81188.27,81264.78,81177.17,81194.54,1738062000.0,11
2025-01-28 12:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.29022316,0.98539351,121.11211276,123.86142347,1699790403.1867137,81321.72,81339.18,81180.16,81188.27,1738065600.0,12
2025-01-28 13:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.71390207,0.96455005,37.6825242,39.26461393,2177402172.877474,81362.56,81391.67,81307.26,81321.72,1738069200.0,13
2025-01-28 14:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.25253246,0.97074186,18.72516834,19.19246718,2125623604.2660427,81848.45,81853.52,81340.22,81362.56,1738072800.0,14
2025-01-28 15:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.69519058,0.79241673,47.487924,48.66334039,4896158223.230898,81775.84,81924.07,81700.57,81848.45,1738076400.0,15
2025-01-28 16:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.84484694,0.79850447,79.22269982,81.95015353,3432985411.1831546,82168.26,82305.84,81775.84,81775.84,1738080000.0,16
2025-01-28 17:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.08556166,0.78651055,71.77417781,78.16043953,3781899971.327461,81757.2,82198.77,81671.76,82168.26,1738083600.0,17
2025-01-28 18:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.09189931,0.71059374,4.68168226,4.87066332,3182295246.742193,81061.38,81820.4,81061.38,81757.2,1738087200.0,18
2025-01-28 19:00:00,104021.0,107006.0,97792.0,101958.0,,,,,2.12695274,0.83012654,135.90241466,136.12497533,2136391954.7765045,80915.05,81189.29,80915.05,81061.38,1738090800.0,19
2025-01-28 20:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.30323401,0.77145967,16.45939306,16.98110442,1926172514.4862056,80708.32,81097.82,80654.4,80915.05,1738094400.0,20
2025-01-28 21:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.48501582,0.80467158,20.69046543,20.85568036,1897989444.8544044,81001.67,81130.33,80708.32,80708.32,1738098000.0,21
2025-01-28 22:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.39645682,0.76199533,23.06786865,23.39095226,2230891538.081501,80358.32,81044.5,80358.32,81001.67,1738101600.0,22
2025-01-28 23:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.02752176,0.64523459,0.27521765,0.27521765,716177621.6785942,80356.33,80419.32,80273.36,80358.32,1738105200.0,23
2025-01-29 00:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.56057395,0.71309349,122.39155141,123.28534231,4045015671.667572,80300.01,80363.36,80262.36,80356.33,1738108800.0,0
2025-01-29 01:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.67315167,0.79612954,39.74114374,40.38909995,1898841201.478031,80537.41,80537.41,80154.18,80300.01,1738112400.0,1
2025-01-29 02:00:00,104021.0,107006.0,97792.0,101958.0,,,,,1.33026074,0.6823164,54.22835203,54.54069051,2091975323.4206083,80273.08,80537.41,80236.66,80537.41,1738116000.0,2
2025-01-29 03:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.19804763,0.66728977,10.41691281,12.87309612,2238391615.961751,80404.55,80449.6,80261.93,80273.08,1738119600.0,3
2025-01-29 04:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.33660181,0.64608777,23.10406877,24.90853395,3225568219.9869914,80518.84,80518.84,80334.98,80404.55,1738123200.0,4
2025-01-29 05:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.15579458,0.61170745,6.98500877,7.63393457,1046734297.0607216,80424.24,80572.34,80395.43,80518.84,1738126800.0,5
2025-01-29 06:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.69848676,0.70755959,51.62862898,53.08499367,3248320823.6927137,80536.29,80548.75,80400.86,80424.24,1738130400.0,6
2025-01-29 07:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.18050721,0.5104072,6.52684702,6.85927399,951893873.171285,81129.28,81129.28,80424.27,80536.29,1738134000.0,7
2025-01-29 08:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.6772878,0.51099808,50.13521197,52.8284483,3924746882.627241,81821.41,81832.56,81129.28,81129.28,1738137600.0,8
2025-01-29 09:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.60836285,0.40786981,45.65477264,47.45230254,4198483585.6447983,81792.62,81839.31,81604.37,81821.41,1738141200.0,9
2025-01-29 10:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.04906057,0.38658594,3.77176538,4.219209,1654962123.6669948,81747.41,81792.62,81653.94,81792.62,1738144800.0,10
2025-01-29 11:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.52180774,0.41304393,29.01837044,30.26484887,1779800558.802997,81699.31,81747.41,81631.2,81747.41,1738148400.0,11
2025-01-29 12:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.21545805,0.42156728,14.21907607,15.94389572,2060003755.407982,81131.08,81704.64,81022.0,81699.31,1738152000.0,12
2025-01-29 13:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.35037321,0.37183678,29.5519156,33.98620137,2887664203.1907225,81424.0,81510.33,81131.08,81131.08,1738155600.0,13
2025-01-29 14:00:00,104021.0,107006.0,97792.0,101958.0,,,,,2.58340136,0.71510737,161.0960342,162.75428556,2554018581.6714554,81431.36,81564.34,81371.38,81424.0,1738159200.0,14
2025-01-29 15:00:00,104021.0,107006.0,97792.0,101958.0,,,,,0.10700675,0.63363865,7.72659338,8.23952013,2969061692.332493,81559.3,81633.82,81431.36,81431.36,1738162800.0,15
